approx_year_built,cats_allowed,coop_condo,dining_room_type,dogs_allowed,garage_exists,kitchen_type,num_bedrooms,num_full_bathrooms,num_half_bathrooms,num_total_rooms,pct_tax_deductibl,sale_price,sq_footage,walk_score,zip_codes,monthly_costs
1985,yes,condo,NA,no,no,efficiency,2,2,0,5,NA,NA,1300,84,West Central Queens,712.9166667
2007,yes,condo,combo,yes,no,efficiency,2,2,0,5,NA,NA,NA,77,West Central Queens,448.9166667
1956,no,co-op,combo,no,no,efficiency,1,1,0,3,50,NA,600,91,West Central Queens,597
1950,yes,co-op,combo,yes,no,efficiency,2,1,0,4,NA,NA,NA,71,Northeast Queens,908
1955,yes,co-op,formal,yes,yes,efficiency,2,1,0,5,NA,NA,1000,90,West Central Queens,1043
1955,yes,co-op,combo,no,yes,combo,1,1,0,3,50,NA,750,92,West Central Queens,817
1950,no,co-op,formal,no,no,efficiency,1,1,0,3,NA,NA,NA,92,West Central Queens,534
1950,yes,co-op,combo,yes,yes,efficiency,2,1,0,5,NA,NA,NA,92,West Central Queens,1049
1950,yes,co-op,formal,no,no,eat in,2,1,0,5,65,NA,NA,76,Northeast Queens,511
1955,no,co-op,combo,no,no,eat in,2,1,1,5,NA,NA,NA,93,West Central Queens,1103
1945,no,co-op,combo,no,no,eat in,1,1,0,3,NA,NA,NA,90,West Central Queens,994
1949,no,co-op,NA,no,no,combo,1,1,0,2,32,NA,NA,90,West Central Queens,868
1951,yes,co-op,NA,yes,yes,eat in,1,1,0,3,38,NA,NA,92,West Central Queens,493
1955,yes,co-op,formal,yes,no,efficiency,1,1,0,3,NA,NA,700,88,Central Queens,658
1960,no,co-op,NA,no,no,efficiency,NA,1,0,1,NA,NA,500,94,West Central Queens,429
1950,no,condo,combo,no,no,eat in,2,1,0,4,NA,NA,NA,48,Northeast Queens,2463
1950,no,co-op,NA,no,no,eat in,3,2,0,8,50,NA,NA,93,West Central Queens,1075
1949,no,co-op,NA,no,yes,efficiency,1,1,0,3,48,NA,621,93,West Central Queens,745
1932,no,co-op,formal,no,yes,eat in,2,2,0,4,NA,NA,NA,96,West Central Queens,1071
1940,yes,co-op,NA,yes,no,combo,1,1,0,2,50,NA,NA,90,West Central Queens,700
1950,no,co-op,formal,no,no,efficiency,2,1,0,5,NA,NA,NA,86,Central Queens,1013
1950,no,co-op,NA,no,no,eat in,1,1,0,4,NA,NA,NA,86,Central Queens,745
1954,no,co-op,NA,no,yes,efficiency,3,2,0,8,36,NA,NA,94,West Central Queens,1760
1956,no,co-op,formal,no,no,efficiency,2,2,0,7,NA,NA,NA,94,West Central Queens,1287
1940,no,co-op,formal,no,no,eat in,1,1,0,4,NA,NA,725,98,West Central Queens,967
1942,no,co-op,NA,no,yes,eat in,2,1,0,5,NA,NA,NA,98,West Central Queens,1200
1950,yes,co-op,formal,no,no,efficiency,2,1,0,5,NA,NA,NA,75,Northeast Queens,542
1940,no,co-op,NA,no,no,eat in,2,2,0,4,50,NA,1155,98,West Central Queens,1335
1940,no,co-op,NA,no,no,eat in,2,2,0,5,50,NA,1231,98,West Central Queens,1339
1940,no,co-op,NA,no,no,eat in,4,2,0,7,50,NA,1557,98,West Central Queens,1790
1950,yes,condo,formal,yes,no,eat in,2,2,0,5,NA,NA,1215,98,West Central Queens,1082
1950,yes,co-op,combo,no,no,efficiency,2,1,0,5,NA,NA,NA,75,Northeast Queens,461
1950,no,co-op,formal,no,no,efficiency,1,1,0,3,NA,NA,NA,88,Central Queens,652
1949,yes,co-op,combo,yes,no,efficiency,2,1,0,5,NA,NA,NA,73,Central Queens,793
1967,no,co-op,formal,no,no,eat in,2,2,0,6,NA,NA,1415,99,West Central Queens,1658
1967,no,co-op,formal,no,yes,eat in,2,2,0,5,NA,NA,NA,99,West Central Queens,1317
1962,yes,co-op,NA,no,yes,eat in,1,1,0,4,NA,NA,752,99,West Central Queens,915
1964,yes,co-op,combo,no,no,efficiency,1,1,0,1,NA,NA,625,97,West Central Queens,687
1964,yes,co-op,NA,no,no,combo,NA,1,0,2,NA,NA,NA,97,West Central Queens,540
1964,yes,co-op,combo,no,no,combo,1,1,0,3,NA,NA,NA,97,West Central Queens,897
1964,yes,co-op,combo,no,no,combo,1,1,0,3,NA,NA,NA,97,West Central Queens,715
1964,no,co-op,NA,no,no,combo,1,1,0,3,NA,NA,NA,97,West Central Queens,876
1964,yes,co-op,combo,no,no,combo,2,1,0,4,NA,NA,NA,97,West Central Queens,1092
1964,yes,co-op,formal,no,no,combo,2,1,0,4,NA,NA,NA,97,West Central Queens,1191
1964,yes,co-op,combo,no,no,combo,NA,1,0,3,NA,NA,NA,97,West Central Queens,683
1950,no,co-op,combo,no,no,combo,NA,1,0,3,NA,NA,NA,94,West Central Queens,677
1950,yes,co-op,combo,yes,no,eat in,1,1,0,4,NA,NA,NA,55,Southeast Queens,715
2007,no,condo,formal,no,no,eat in,3,2,0,8,NA,NA,1400,82,Central Queens,684.8333333
1955,no,co-op,NA,no,no,NA,1,1,0,4,NA,NA,700,98,West Central Queens,1280
1956,no,co-op,combo,no,yes,eat in,2,1,0,5,NA,NA,NA,96,West Central Queens,1042
1955,yes,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,850,52,North Queens,918
2004,yes,condo,formal,yes,no,efficiency,3,2,0,7,NA,NA,1100,86,Central Queens,174.5
2004,yes,condo,formal,yes,no,efficiency,3,2,0,6,NA,NA,1100,86,Central Queens,174.5
1950,yes,co-op,combo,yes,yes,eat in,1,1,0,4,NA,NA,NA,55,Southeast Queens,702
1940,yes,condo,NA,yes,no,eat in,1,1,0,3,NA,NA,NA,99,West Central Queens,742.9166667
1955,yes,co-op,combo,no,yes,efficiency,3,1,0,5,39,NA,NA,45,North Queens,1469
1950,no,co-op,combo,no,no,eat in,1,1,0,3,39,NA,585,65,Southeast Queens,514
1940,yes,co-op,NA,yes,no,combo,2,1,0,4,50,NA,980,97,West Queens,1078
1940,yes,co-op,NA,yes,no,combo,2,1,0,4,50,NA,1020,97,West Queens,1099
1940,yes,co-op,NA,yes,no,combo,2,1,0,4,50,NA,1171,97,West Queens,1104
1940,yes,co-op,NA,yes,no,eat in,2,2,0,4,50,NA,1217,97,West Queens,801
1940,yes,co-op,formal,yes,no,eat in,3,2,0,5,NA,NA,1518,97,West Queens,1788
1940,yes,co-op,NA,yes,no,combo,1,1,0,3,50,NA,NA,97,West Queens,697
1950,yes,co-op,combo,yes,no,efficiency,2,1,0,4,39,NA,651,77,Southeast Queens,673
1938,yes,co-op,NA,yes,no,eat in,1,1,0,3,NA,NA,NA,98,West Central Queens,750
1950,yes,co-op,combo,yes,no,eat in,2,1,0,4,39,NA,721,72,Southeast Queens,702
1962,yes,co-op,NA,yes,no,efficiency,1,1,0,3,NA,NA,600,94,West Queens,590
1965,no,co-op,NA,no,no,efficiency,NA,1,0,2,NA,NA,430,94,West Queens,408
1947,no,co-op,combo,no,no,efficiency,2,1,0,4,NA,NA,NA,84,Southeast Queens,630
1955,no,co-op,formal,no,no,eat in,1,1,0,3,NA,NA,450,88,West Central Queens,433
NA,no,co-op,NA,no,no,NA,2,1,0,5,NA,NA,NA,70,Northeast Queens,0
1952,no,co-op,combo,no,yes,combo,1,1,0,3,50,NA,NA,98,West Central Queens,695
1955,no,co-op,combo,no,no,eat in,1,1,0,4,50,NA,NA,76,Northeast Queens,509
1950,yes,co-op,NA,no,no,eat in,NA,1,0,1,NA,NA,380,94,West Central Queens,475
1950,yes,co-op,combo,yes,no,eat in,2,1,0,4,39,NA,766,90,Southeast Queens,722
1940,yes,co-op,NA,yes,no,eat in,1,1,0,3,50,NA,NA,95,West Central Queens,615
1980,yes,condo,formal,yes,no,eat in,2,1,0,4,NA,NA,900,92,West Queens,594.6666667
1949,yes,co-op,combo,yes,no,eat in,1,1,0,3,39,NA,585,83,Southeast Queens,529
1940,no,condo,combo,no,no,efficiency,1,1,0,4,NA,NA,NA,98,Northwest Queens,510.8333333
1937,yes,co-op,NA,yes,no,eat in,2,1,0,4,40,NA,1000,99,West Queens,928
1939,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,800,90,West Central Queens,701
1938,no,co-op,formal,no,no,efficiency,1,1,0,3,NA,NA,NA,90,West Central Queens,864
1932,no,co-op,combo,no,no,eat in,2,1,0,5,50,NA,NA,92,West Central Queens,879
1950,yes,co-op,NA,yes,no,efficiency,2,1,0,5,NA,NA,750,89,Central Queens,778
1977,no,condo,combo,no,no,eat in,1,1,0,4,NA,NA,NA,73,Southwest Queens,441.8333333
1950,yes,co-op,NA,yes,no,efficiency,2,1,0,5,NA,NA,NA,64,Other,916
1939,yes,co-op,combo,yes,no,eat in,2,2,0,5,NA,NA,NA,98,West Queens,1178
1939,yes,co-op,combo,yes,no,eat in,1,1,0,3,NA,NA,NA,96,West Queens,674
1929,no,co-op,combo,no,no,eat in,1,1,0,3,50,NA,NA,92,West Central Queens,683
1950,yes,co-op,NA,yes,no,efficiency,2,1,0,5,NA,NA,NA,60,Northeast Queens,844
1955,no,co-op,combo,no,no,efficiency,3,1,0,4,50,NA,NA,90,Central Queens,854
1956,yes,co-op,combo,no,no,efficiency,1,1,1,4,NA,NA,235,65,Other,756
1956,no,co-op,combo,no,no,efficiency,1,1,0,4,NA,NA,850,79,Northeast Queens,741
1950,no,co-op,formal,no,no,eat in,2,2,0,6,NA,NA,1200,97,West Queens,1116
1955,yes,co-op,NA,yes,no,eat in,NA,1,0,3,NA,NA,NA,79,Southeast Queens,616
1939,no,condo,formal,no,no,efficiency,3,1,0,6,NA,NA,950,98,West Queens,784.9166667
1950,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,700,90,Southwest Queens,540
1967,yes,co-op,NA,no,no,eat in,2,1,0,4,NA,NA,NA,78,Southwest Queens,493
1950,no,co-op,combo,no,no,combo,NA,1,0,3,NA,NA,500,98,West Queens,480
1950,no,co-op,NA,no,no,eat in,2,1,0,4,NA,NA,NA,98,West Queens,932
1955,no,co-op,combo,no,no,eat in,2,1,0,4,NA,NA,NA,78,Southwest Queens,563
1939,yes,co-op,NA,yes,no,efficiency,1,1,0,3,NA,NA,950,92,Southwest Queens,979
1950,yes,co-op,formal,yes,no,eat in,2,1,0,4,NA,NA,1000,92,Southwest Queens,1099
1950,yes,co-op,combo,no,no,eat in,1,1,0,3,NA,NA,700,92,Southwest Queens,855
1956,yes,co-op,NA,no,no,eat in,1,1,0,3,NA,NA,NA,92,Southwest Queens,784
1932,no,co-op,combo,no,no,eat in,2,1,2,4,NA,NA,NA,91,Southwest Queens,0
1922,no,co-op,NA,no,no,combo,1,1,0,2,NA,NA,NA,91,Southwest Queens,674
1956,no,co-op,combo,no,no,combo,1,1,0,3,NA,NA,508,94,West Queens,375
2004,no,condo,combo,no,no,combo,1,1,0,3,NA,NA,NA,87,Southwest Queens,319.5
2004,no,condo,NA,no,yes,eat in,2,1,1,4,NA,NA,1000,87,Southwest Queens,457.75
1954,no,co-op,combo,no,yes,eat in,2,1,0,5,NA,NA,NA,73,Southwest Queens,685
1950,no,co-op,formal,no,no,efficiency,1,1,0,2,40,NA,600,90,Southwest Queens,527
1931,no,co-op,formal,no,no,eat in,1,1,0,4,NA,NA,NA,90,Southwest Queens,978
1956,yes,co-op,combo,yes,no,eat in,2,1,0,5,NA,NA,NA,82,Jamaica,1008
1956,yes,co-op,formal,yes,no,eat in,2,1,0,5,50,NA,1200,82,Jamaica,1073
NA,yes,condo,combo,yes,yes,combo,2,1,1,4,NA,NA,NA,81,Southwest Queens,639.0833333
1930,no,co-op,combo,no,no,eat in,2,1,0,4,NA,NA,1000,98,West Queens,789
1965,yes,co-op,formal,no,no,efficiency,2,2,0,5,NA,NA,NA,76,Southwest Queens,1124
1962,no,co-op,formal,no,yes,efficiency,NA,1,1,3,NA,NA,525,98,West Queens,442
1954,no,condo,combo,no,no,efficiency,2,1,0,4,NA,NA,952,94,West Queens,843.6666667
1959,no,co-op,formal,no,yes,eat in,2,1,0,5,50,NA,NA,93,Jamaica,805
1960,no,co-op,formal,no,no,efficiency,2,2,0,5,NA,NA,NA,77,Southwest Queens,1071
1939,yes,co-op,formal,yes,yes,combo,1,1,0,6,50,NA,900,85,Jamaica,914
1950,no,co-op,NA,no,no,eat in,1,1,0,3,NA,NA,NA,85,Jamaica,929
1939,no,co-op,formal,no,no,efficiency,1,1,0,4,NA,NA,NA,85,Jamaica,910
1950,yes,co-op,combo,yes,no,combo,2,1,0,4,NA,NA,NA,83,Jamaica,855
1953,yes,co-op,combo,yes,yes,efficiency,1,1,0,3,42,NA,NA,83,Jamaica,609
1954,yes,co-op,combo,yes,yes,combo,NA,1,0,3,45,NA,NA,83,Jamaica,546
1941,no,co-op,formal,no,no,eat in,1,1,0,3,NA,NA,950,93,Southwest Queens,917
1941,yes,co-op,combo,yes,no,eat in,1,1,0,4,NA,NA,NA,93,Southwest Queens,829
1952,no,co-op,NA,no,no,eat in,1,1,0,2,56,NA,NA,75,Jamaica,393
1969,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,650,90,Southwest Queens,602
1969,no,co-op,combo,no,no,combo,2,2,0,6,NA,NA,NA,90,Southwest Queens,960
2012,no,condo,combo,no,no,eat in,2,2,0,5,NA,NA,1096,96,West Queens,386.5
2012,no,condo,formal,no,no,eat in,3,2,0,7,NA,NA,1386,96,West Queens,400.8333333
1951,no,condo,formal,no,no,eat in,1,1,0,5,NA,NA,706,95,West Queens,598.5
1925,no,co-op,combo,no,no,eat in,1,1,0,3,50,NA,NA,88,Southwest Queens,647
1964,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,NA,85,West Queens,52.58333333
1960,no,co-op,combo,no,no,combo,2,1,0,4,50,NA,825,85,West Queens,842
1964,no,co-op,combo,no,yes,efficiency,1,1,0,3,NA,NA,800,85,West Queens,685
1966,yes,co-op,formal,no,no,eat in,3,2,0,6,NA,NA,NA,77,Southwest Queens,1157
1937,yes,co-op,combo,yes,no,efficiency,1,1,0,4,40,NA,875,97,West Queens,575
1951,no,co-op,NA,no,no,eat in,2,1,0,4,NA,NA,850,95,West Queens,804
1955,yes,co-op,formal,no,no,combo,2,1,0,4,50,NA,NA,76,Southeast Queens,644
NA,no,co-op,combo,no,no,eat in,1,1,0,3,NA,NA,NA,97,West Queens,0
1960,no,co-op,formal,no,no,eat in,1,1,0,3,NA,NA,NA,85,West Queens,0
1963,no,co-op,NA,no,no,efficiency,2,2,0,5,NA,NA,NA,85,West Queens,1128
1963,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,NA,85,West Queens,676
1960,no,co-op,formal,no,yes,eat in,NA,1,0,3,NA,NA,575,85,West Queens,1000
1927,no,co-op,NA,no,no,eat in,1,1,0,3,NA,NA,NA,92,Jamaica,631
1986,no,condo,NA,no,no,NA,NA,1,0,0,NA,NA,NA,97,West Queens,733.3333333
1969,yes,condo,formal,no,no,eat in,2,2,0,5,NA,NA,1200,77,Southwest Queens,916.1666667
1950,no,co-op,combo,no,no,efficiency,1,1,0,4,NA,NA,NA,97,Jamaica,877
1950,no,co-op,formal,no,no,efficiency,2,1,0,4,40,NA,NA,76,Southeast Queens,733
1963,no,co-op,NA,no,no,eat in,2,1,0,4,NA,NA,NA,83,Jamaica,677
1950,no,co-op,formal,no,no,eat in,1,1,0,5,NA,NA,NA,83,Jamaica,565
1962,yes,co-op,combo,no,no,efficiency,3,2,0,5,NA,NA,NA,77,Southwest Queens,799
2007,no,condo,formal,no,yes,combo,2,2,0,7,NA,NA,1550,97,Jamaica,602.3333333
1955,no,co-op,NA,no,no,eat in,1,1,0,4,NA,NA,650,85,Jamaica,767
1950,no,co-op,NA,no,no,efficiency,NA,1,0,3,NA,NA,NA,28,Jamaica,439
1959,no,co-op,combo,no,no,eat in,2,1,0,5,NA,NA,800,97,Jamaica,1041.666667
1964,no,co-op,NA,no,no,efficiency,1,1,0,3,38,NA,NA,97,Jamaica,810
1950,no,co-op,NA,no,no,efficiency,NA,1,0,2,38,NA,NA,97,Jamaica,461
1960,yes,co-op,formal,yes,no,efficiency,2,1,0,5,NA,NA,NA,72,Southwest Queens,848
1931,no,co-op,combo,no,no,eat in,1,1,0,3,35,NA,1000,96,West Queens,528
1935,no,co-op,NA,no,no,eat in,1,1,0,4,NA,NA,NA,98,Jamaica,691
1950,no,co-op,formal,no,no,efficiency,2,2,0,5,NA,NA,NA,78,Southwest Queens,720
1950,yes,co-op,NA,no,no,efficiency,NA,1,0,2,NA,NA,500,96,West Queens,465
1952,yes,co-op,formal,no,no,efficiency,1,1,0,4,NA,NA,NA,94,West Queens,45
1951,yes,co-op,NA,no,yes,eat in,2,1,0,4,NA,NA,NA,94,West Queens,725
1950,no,co-op,formal,no,yes,eat in,3,3,0,7,NA,NA,NA,85,Southwest Queens,413.5
2016,no,condo,formal,no,yes,eat in,2,2,0,6,NA,NA,892,84,West Queens,308.25
1958,yes,co-op,combo,no,no,combo,1,1,0,3,39,NA,890,44,North Queens,932
1987,no,condo,formal,no,no,efficiency,2,2,0,5,NA,NA,870,96,West Central Queens,884
1987,no,condo,combo,no,no,eat in,2,2,0,6,NA,NA,881,96,West Central Queens,1203.833333
1989,no,condo,formal,no,no,combo,2,2,0,4,NA,NA,NA,96,West Central Queens,985
1987,no,condo,combo,no,no,eat in,2,2,0,4,NA,NA,NA,96,West Central Queens,400
1945,no,co-op,combo,no,no,efficiency,1,1,0,4,NA,NA,875,95,West Queens,636
1959,no,co-op,combo,no,yes,efficiency,NA,1,0,2,NA,NA,NA,96,West Queens,415
1964,yes,co-op,combo,yes,no,eat in,2,1,0,6,NA,NA,1000,96,West Queens,720
1964,yes,co-op,NA,yes,no,eat in,2,1,0,5,NA,NA,900,96,West Queens,825
1990,no,condo,NA,no,no,efficiency,2,2,0,5,NA,NA,NA,94,West Queens,647.75
1945,no,co-op,NA,no,no,eat in,2,1,0,4,NA,NA,NA,96,West Queens,0
1952,no,co-op,NA,no,no,combo,3,2,1,6,50,NA,1600,88,West Central Queens,1470
1955,no,co-op,combo,no,yes,eat in,3,1,1,6,50,NA,1100,96,West Central Queens,1174
1955,yes,co-op,combo,yes,no,eat in,2,1,0,4,50,NA,900,96,West Central Queens,967
1959,no,co-op,combo,no,no,eat in,1,1,0,3,50,NA,775,93,West Central Queens,615
1949,yes,co-op,combo,yes,yes,efficiency,1,1,0,3,NA,NA,800,94,West Central Queens,721
1955,yes,co-op,combo,yes,no,efficiency,2,1,0,4,NA,NA,875,93,West Central Queens,829
1950,yes,co-op,formal,yes,yes,efficiency,1,1,0,3,50,NA,800,93,West Central Queens,770
1960,yes,co-op,formal,yes,no,efficiency,1,1,0,3,NA,NA,780,94,West Central Queens,841
1960,no,co-op,formal,no,no,efficiency,1,1,0,3,NA,NA,NA,93,West Central Queens,851
1940,no,co-op,formal,no,no,eat in,1,1,0,3,NA,NA,NA,93,West Central Queens,613
1965,no,co-op,formal,no,no,eat in,2,1,0,6,NA,NA,NA,90,West Queens,576
1952,no,co-op,NA,no,no,efficiency,2,1,0,6,NA,NA,875,90,West Central Queens,944
1961,no,co-op,formal,no,no,eat in,3,2,0,6,50,NA,1200,88,West Queens,1065
1964,no,co-op,NA,no,no,eat in,2,1,1,6,NA,NA,1200,88,West Queens,849
1961,no,co-op,formal,no,no,efficiency,1,1,0,3,NA,NA,NA,88,West Queens,415
1951,yes,co-op,formal,yes,no,efficiency,1,1,0,5,NA,NA,NA,93,West Central Queens,0
1950,no,co-op,formal,no,no,eat in,1,1,0,3,NA,NA,800,88,West Queens,724
1950,no,co-op,NA,no,no,efficiency,1,1,0,4,NA,NA,NA,88,West Queens,646
1952,no,co-op,NA,no,no,eat in,NA,1,0,3,NA,NA,600,90,West Central Queens,630
1952,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,NA,90,West Central Queens,731
1930,no,co-op,formal,no,no,eat in,1,1,0,3,NA,NA,NA,90,West Central Queens,699
1959,no,co-op,formal,no,no,efficiency,1,1,0,4,NA,NA,NA,88,West Queens,671
1962,no,co-op,NA,no,no,eat in,2,1,0,5,NA,NA,NA,88,West Queens,804
1952,no,co-op,NA,no,no,eat in,1,1,0,3,NA,NA,NA,90,West Central Queens,757
1955,no,co-op,combo,no,no,combo,2,1,0,4,NA,NA,NA,90,West Central Queens,155
1950,no,co-op,formal,no,no,eat in,1,1,0,4,NA,NA,960,82,North Queens,979
1950,yes,co-op,formal,no,no,efficiency,2,1,1,5,NA,NA,NA,74,Northeast Queens,719
1984,yes,condo,formal,yes,yes,eat in,3,2,0,8,NA,NA,NA,49,Northeast Queens,685.3333333
1960,no,co-op,combo,no,no,efficiency,NA,1,0,2,50,NA,NA,83,West Queens,413
1954,no,co-op,combo,no,no,eat in,2,1,0,5,NA,NA,800,88,North Queens,706
1975,no,co-op,formal,no,no,eat in,2,1,0,4,NA,NA,NA,87,West Central Queens,830
1965,no,co-op,combo,no,yes,efficiency,2,1,0,4,NA,NA,900,82,Central Queens,1035
2010,no,condo,formal,no,no,combo,3,2,0,6,NA,NA,NA,96,West Central Queens,270.8333333
1956,yes,co-op,NA,yes,no,eat in,3,1,0,5,NA,NA,NA,96,Northwest Queens,822
1959,no,co-op,NA,no,no,eat in,1,1,0,4,NA,NA,NA,77,North Queens,1148
1982,no,condo,formal,no,no,eat in,1,1,0,4,NA,NA,950,82,North Queens,1039.583333
1951,no,co-op,combo,no,no,combo,3,1,0,5,NA,NA,NA,80,Northeast Queens,1055
2012,no,condo,combo,no,no,eat in,1,1,0,4,NA,NA,NA,60,North Queens,311.75
1960,no,co-op,combo,no,no,eat in,1,1,0,4,45,NA,700,91,North Queens,530
1940,no,co-op,NA,no,no,efficiency,3,1,0,6,NA,NA,NA,90,Central Queens,888
1950,no,co-op,combo,no,yes,eat in,1,1,0,3,NA,NA,NA,79,Jamaica,658
1950,no,co-op,formal,no,no,efficiency,2,1,0,6,NA,NA,NA,82,Central Queens,1013
1974,no,condo,formal,no,no,efficiency,2,2,0,5,NA,NA,NA,90,Southwest Queens,804.5
1950,yes,co-op,combo,no,no,efficiency,2,1,0,5,NA,NA,NA,76,Northeast Queens,880
1952,no,co-op,NA,no,no,efficiency,2,1,0,5,NA,NA,950,95,West Central Queens,775
1952,yes,co-op,formal,yes,no,NA,1,1,0,3,NA,NA,800,96,West Central Queens,595
1966,yes,co-op,formal,yes,yes,eat in,2,2,0,5,NA,NA,NA,71,North Queens,2344
1982,no,condo,NA,no,no,eat in,1,1,0,4,NA,NA,NA,82,North Queens,837.1666667
1950,yes,co-op,formal,no,no,efficiency,2,1,0,5,NA,NA,NA,75,Northeast Queens,719
2011,yes,condo,formal,yes,no,efficiency,2,1,0,5,NA,NA,957,72,North Queens,323.3333333
1999,no,condo,NA,no,no,combo,1,1,0,3,NA,NA,650,90,North Queens,404.3333333
1970,no,co-op,combo,no,no,efficiency,NA,1,0,3,NA,NA,NA,97,Jamaica,544
1950,no,co-op,combo,no,no,efficiency,1,1,0,4,NA,NA,NA,92,Jamaica,125
2016,no,condo,formal,no,yes,eat in,2,2,0,5,NA,NA,988,93,Southwest Queens,348.3333333
2008,no,condo,combo,no,no,eat in,1,1,0,3,NA,NA,NA,77,West Central Queens,213.3333333
1987,no,condo,combo,no,no,combo,2,1,0,4,NA,NA,NA,97,North Queens,779
1983,yes,condo,formal,no,yes,eat in,2,2,0,5,NA,NA,NA,82,North Queens,1480
2010,no,condo,formal,no,no,combo,3,2,0,6,NA,NA,1500,96,West Central Queens,270.8333333
2010,no,condo,formal,no,no,combo,3,2,0,6,NA,NA,1600,96,West Central Queens,270.8333333
1982,no,condo,formal,no,yes,combo,2,2,0,5,NA,NA,1134,82,North Queens,1107.416667
